source_root,file_path,file_type,geometry_type,crs,feature_count,likely_admin_level,key_name_fields,notes
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/DADRA & NAGAR HAVELI/DADRA & NAGAR HAVE District Hq.geojson,geojson,Point,EPSG:4326,1,possible_district,DIST_HQ;DIST_HQNM;DTCODE11;DTNAME;Dist_LGD;LOC_NAME;STNAME,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/DADRA & NAGAR HAVELI/DADRA & NAGAR HAVE Sub District Hq.geojson,geojson,Point,EPSG:4326,1,possible_district,DTCODE11;LOC_NAME;NAME11;SDTCODE11;dtname;stname,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/DADRA & NAGAR HAVELI/DADRA & NAGAR HAVELI_STATE.geojson,geojson,Polygon,EPSG:4326,1,possible_state_or_ap,STNAME;STNAME_SH,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/DADRA & NAGAR HAVELI/DADRA & NAGAR HAVELI_parliament.geojson,geojson,MultiPolygon,EPSG:4326,1,possible_state_or_ap,PC_NAME;ST_NAME,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/DADRA & NAGAR HAVELI/DADRA & NAGAR HAVE_DISTRICTS.geojson,geojson,MultiPolygon,EPSG:4326,1,possible_district,Dist_LGD;dtcode11;dtname;stname,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/DAMAN & DIU/DAMAN & DIU District Hq.geojson,geojson,Point,EPSG:4326,2,possible_district,DIST_HQ;DIST_HQNM;DTCODE11;DTNAME;Dist_LGD;LOC_NAME;STNAME,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/DAMAN & DIU/DAMAN & DIU Sub District Hq.geojson,geojson,Point,EPSG:4326,2,possible_district,DTCODE11;LOC_NAME;NAME11;SDTCODE11;dtname;stname,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/DAMAN & DIU/DAMAN & DIU_DISTRICTS.geojson,geojson,MultiPolygon;Polygon,EPSG:4326,2,possible_district,Dist_LGD;dtcode11;dtname;stname,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/DAMAN & DIU/DAMAN & DIU_STATE.geojson,geojson,MultiPolygon,EPSG:4326,1,possible_state_or_ap,STNAME;STNAME_SH,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/DAMAN & DIU/DAMAN & DIU_SUBDISTRICTS.geojson,geojson,Polygon,EPSG:4326,2,possible_mandal_or_subdistrict,Dist_LGD;Subdt_LGD;dtcode11;dtname;sdtcode11;sdtname;stname,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/DAMAN & DIU/DAMAN & DIU_parliament.geojson,geojson,MultiPolygon,EPSG:4326,1,possible_state_or_ap,PC_NAME;ST_NAME,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/DELHI/DELHI District Hq.geojson,geojson,Point,EPSG:4326,11,possible_district,DIST_HQ;DIST_HQNM;DTCODE11;DTNAME;Dist_LGD;LOC_NAME;STNAME,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/DELHI/DELHI Sub District Hq.geojson,geojson,Point,EPSG:4326,27,possible_district,DTCODE11;LOC_NAME;NAME11;SDTCODE11;dtname;stname,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/DELHI/DELHI_ASSEMBLY.geojson,geojson,MultiPolygon;Polygon,EPSG:4326,70,possible_state_or_ap,AC_NAME;DIST_NAME;DT_CODE;PC_NAME;ST_NAME;dtcode11;dtname11,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/DELHI/DELHI_DISTRICTS.geojson,geojson,Polygon,EPSG:4326,11,possible_district,Dist_LGD;dtcode11;dtname;stname,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/DELHI/DELHI_STATE.geojson,geojson,Polygon,EPSG:4326,1,possible_state_or_ap,STNAME;STNAME_SH,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/DELHI/DELHI_SUBDISTRICTS.geojson,geojson,MultiPolygon;Polygon,EPSG:4326,27,possible_mandal_or_subdistrict,Dist_LGD;Subdt_LGD;dtcode11;dtname;sdtcode11;sdtname;stname,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/DELHI/DELHI_VILLAGES.geojson,geojson,Polygon,unknown,328,possible_state_or_ap,DTCODE11;DTNAME;SDTCODE11;SDTNAME;STNAME;VILNAME11,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/DELHI/DELHI_parliament.geojson,geojson,Polygon,EPSG:4326,7,possible_state_or_ap,PC_NAME;ST_NAME,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/GOA/GOA District Hq.geojson,geojson,Point,EPSG:4326,2,possible_district,DIST_HQ;DIST_HQNM;DTCODE11;DTNAME;Dist_LGD;LOC_NAME;STNAME,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/GOA/GOA Sub District Hq.geojson,geojson,Point,EPSG:4326,12,possible_district,DTCODE11;LOC_NAME;NAME11;SDTCODE11;dtname;stname,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/GOA/GOA_ASSEMBLY.geojson,geojson,MultiPolygon;Polygon,EPSG:4326,40,possible_state_or_ap,AC_NAME;DIST_NAME;DT_CODE;PC_NAME;ST_NAME;dtcode11;dtname11,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/GOA/GOA_DISTRICTS.geojson,geojson,Polygon,EPSG:4326,2,possible_district,Dist_LGD;dtcode11;dtname;stname,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/GOA/GOA_STATE.geojson,geojson,Polygon,EPSG:4326,1,possible_state_or_ap,STNAME;STNAME_SH,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/GOA/GOA_SUBDISTRICTS.geojson,geojson,Polygon,EPSG:4326,12,possible_mandal_or_subdistrict,Dist_LGD;Subdt_LGD;dtcode11;dtname;sdtcode11;sdtname;stname,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/GOA/GOA_VILLAGES.geojson,geojson,Polygon,EPSG:4326,383,possible_state_or_ap,DTCODE11;DTNAME;SDTCODE11;SDTNAME;STNAME;VILNAME11,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/GOA/GOA_parliament.geojson,geojson,Polygon,EPSG:4326,2,possible_state_or_ap,PC_NAME;ST_NAME,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/GUJARAT/GUJARAT District Hq.geojson,geojson,Point,EPSG:4326,33,possible_district,DIST_HQ;DIST_HQNM;DTCODE11;DTNAME;Dist_LGD;LOC_NAME;STNAME,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/GUJARAT/GUJARAT Sub District Hq.geojson,geojson,Point,EPSG:4326,225,possible_district,DTCODE11;LOC_NAME;NAME11;SDTCODE11;dtname;stname,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/GUJARAT/GUJARAT_ASSEMBLY.geojson,geojson,MultiPolygon;Polygon,EPSG:4326,165,possible_state_or_ap,AC_NAME;DIST_NAME;DT_CODE;PC_NAME;ST_NAME;dtcode11;dtname11,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/GUJARAT/GUJARAT_DISTRICTS.geojson,geojson,MultiPolygon;Polygon,EPSG:4326,33,possible_district,Dist_LGD;dtcode11;dtname;stname,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/GUJARAT/GUJARAT_STATE.geojson,geojson,MultiPolygon,EPSG:4326,1,possible_state_or_ap,STNAME;STNAME_SH,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/GUJARAT/GUJARAT_SUBDISTRICTS.geojson,geojson,MultiPolygon;Polygon,EPSG:4326,225,possible_mandal_or_subdistrict,Dist_LGD;Subdt_LGD;dtcode11;dtname;sdtcode11;sdtname;stname,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/GUJARAT/GUJARAT_VILLAGES.geojson,geojson,Polygon,unknown,19296,possible_state_or_ap,b_pan_name;block_name;d_pan_name;dist_lgd;dtcode11;dtname;gp_name;sdtcode11;sdtname;search_village;stname;subdt_lgd;vilname11,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/GUJARAT/GUJARAT_parliament.geojson,geojson,MultiPolygon;Polygon,EPSG:4326,26,possible_state_or_ap,PC_NAME;ST_NAME,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/HARYANA/HARYANA District Hq.geojson,geojson,Point,EPSG:4326,22,possible_district,DIST_HQ;DIST_HQNM;DTCODE11;DTNAME;Dist_LGD;LOC_NAME;STNAME,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/HARYANA/HARYANA Sub District Hq.geojson,geojson,Point,EPSG:4326,74,possible_district,DTCODE11;LOC_NAME;NAME11;SDTCODE11;dtname;stname,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/HARYANA/HARYANA_ASSEMBLY.geojson,geojson,MultiPolygon;Polygon,EPSG:4326,90,possible_state_or_ap,AC_NAME;DIST_NAME;DT_CODE;PC_NAME;ST_NAME;dtcode11;dtname11,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/HARYANA/HARYANA_DISTRICTS.geojson,geojson,MultiPolygon;Polygon,EPSG:4326,22,possible_district,Dist_LGD;dtcode11;dtname;stname,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/HARYANA/HARYANA_STATE.geojson,geojson,Polygon,EPSG:4326,1,possible_state_or_ap,STNAME;STNAME_SH,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/HARYANA/HARYANA_SUBDISTRICTS.geojson,geojson,MultiPolygon;Polygon,EPSG:4326,74,possible_mandal_or_subdistrict,Dist_LGD;Subdt_LGD;dtcode11;dtname;sdtcode11;sdtname;stname,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/HARYANA/HARYANA_VILLAGES.geojson,geojson,Polygon,unknown,6839,possible_state_or_ap,b_pan_name;block_name;d_pan_name;dist_lgd;dtcode11;dtname;gp_name;sdtcode11;sdtname;search_village;stname;subdt_lgd;vilname11,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/HARYANA/HARYANA_parliament.geojson,geojson,MultiPolygon;Polygon,EPSG:4326,10,possible_state_or_ap,PC_NAME;ST_NAME,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/HIMACHAL PRADESH/HIMACHAL PRADESH District Hq.geojson,geojson,Point,EPSG:4326,12,possible_district,DIST_HQ;DIST_HQNM;DTCODE11;DTNAME;Dist_LGD;LOC_NAME;STNAME,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/HIMACHAL PRADESH/HIMACHAL PRADESH Sub District Hq.geojson,geojson,Point,EPSG:4326,117,possible_district,DTCODE11;LOC_NAME;NAME11;SDTCODE11;dtname;stname,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/HIMACHAL PRADESH/HIMACHAL PRADESH_ASSEMBLY.geojson,geojson,Polygon,EPSG:4326,68,possible_state_or_ap,AC_NAME;DIST_NAME;DT_CODE;PC_NAME;ST_NAME;dtcode11;dtname11,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/HIMACHAL PRADESH/HIMACHAL PRADESH_DISTRICTS.geojson,geojson,Polygon,EPSG:4326,12,possible_district,Dist_LGD;dtcode11;dtname;stname,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/HIMACHAL PRADESH/HIMACHAL PRADESH_STATE.geojson,geojson,Polygon,EPSG:4326,1,possible_state_or_ap,STNAME;STNAME_SH,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/HIMACHAL PRADESH/HIMACHAL PRADESH_SUBDISTRICTS.geojson,geojson,Polygon,EPSG:4326,116,possible_mandal_or_subdistrict,Dist_LGD;Subdt_LGD;dtcode11;dtname;sdtcode11;sdtname;stname,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/HIMACHAL PRADESH/HIMACHAL PRADESH_parliament.geojson,geojson,Polygon,EPSG:4326,4,possible_state_or_ap,PC_NAME;ST_NAME,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/JAMMU & KASHMIR/JAMMU & KASHMIR District Hq.geojson,geojson,Point,EPSG:4326,2,possible_district,DIST_HQ;DIST_HQNM;DTCODE11;DTNAME;Dist_LGD;LOC_NAME;STNAME,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/JAMMU & KASHMIR/JAMMU & KASHMIR Sub District Hq.geojson,geojson,Point,EPSG:4326,76,possible_district,DTCODE11;LOC_NAME;NAME11;SDTCODE11;dtname;stname,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/JAMMU & KASHMIR/JAMMU & KASHMIR_ASSEMBLY.geojson,geojson,Polygon,EPSG:4326,107,possible_state_or_ap,AC_NAME;DIST_NAME;DT_CODE;PC_NAME;ST_NAME;dtcode11;dtname11,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/JAMMU & KASHMIR/JAMMU & KASHMIR_DISTRICTS.geojson,geojson,MultiPolygon;Polygon,EPSG:4326,22,possible_district,Dist_LGD;dtcode11;dtname;stname,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/JAMMU & KASHMIR/JAMMU & KASHMIR_STATE.geojson,geojson,Polygon,EPSG:4326,1,possible_state_or_ap,STNAME;STNAME_SH,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/JAMMU & KASHMIR/JAMMU & KASHMIR_SUBDISTRICTS.geojson,geojson,MultiPolygon;Polygon,EPSG:4326,81,possible_mandal_or_subdistrict,Dist_LGD;Subdt_LGD;dtcode11;dtname;sdtcode11;sdtname;stname,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/JAMMU & KASHMIR/JAMMU & KASHMIR_parliament.geojson,geojson,Polygon,EPSG:4326,6,possible_state_or_ap,PC_NAME;ST_NAME,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/JHARKHAND/JHARKHAND District Hq.geojson,geojson,Point,EPSG:4326,24,possible_district,DIST_HQ;DIST_HQNM;DTCODE11;DTNAME;Dist_LGD;LOC_NAME;STNAME,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/JHARKHAND/JHARKHAND Sub District Hq.geojson,geojson,Point,EPSG:4326,260,possible_district,DTCODE11;LOC_NAME;NAME11;SDTCODE11;dtname;stname,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/JHARKHAND/JHARKHAND_ASSEMBLY.geojson,geojson,Polygon,EPSG:4326,95,possible_state_or_ap,AC_NAME;DIST_NAME;DT_CODE;PC_NAME;ST_NAME;dtcode11;dtname11,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/JHARKHAND/JHARKHAND_DISTRICTS.geojson,geojson,Polygon,EPSG:4326,24,possible_district,Dist_LGD;dtcode11;dtname;stname,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/JHARKHAND/JHARKHAND_STATE.geojson,geojson,Polygon,EPSG:4326,1,possible_state_or_ap,STNAME;STNAME_SH,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/JHARKHAND/JHARKHAND_SUBDISTRICTS.geojson,geojson,MultiPolygon;Polygon,EPSG:4326,260,possible_mandal_or_subdistrict,Dist_LGD;Subdt_LGD;dtcode11;dtname;sdtcode11;sdtname;stname,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/JHARKHAND/JHARKHAND_VILLAGES.geojson,geojson,Polygon,unknown,32944,possible_state_or_ap,b_pan_name;block_name;d_pan_name;dist_lgd;dtcode11;dtname;gp_name;sdtcode11;sdtname;search_village;stname;subdt_lgd;vilname11,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/JHARKHAND/JHARKHAND_parliament.geojson,geojson,Polygon,EPSG:4326,14,possible_state_or_ap,PC_NAME;ST_NAME,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/KARNATAKA/KARNATAKA District Hq.geojson,geojson,Point,EPSG:4326,30,possible_district,DIST_HQ;DIST_HQNM;DTCODE11;DTNAME;Dist_LGD;LOC_NAME;STNAME,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/KARNATAKA/KARNATAKA Sub District Hq.geojson,geojson,Point,EPSG:4326,176,possible_district,DTCODE11;LOC_NAME;NAME11;SDTCODE11;dtname;stname,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/KARNATAKA/KARNATAKA_ASSEMBLY.geojson,geojson,MultiPolygon;Polygon,EPSG:4326,225,possible_state_or_ap,AC_NAME;DIST_NAME;DT_CODE;PC_NAME;ST_NAME;dtcode11;dtname11,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/KARNATAKA/KARNATAKA_DISTRICTS.geojson,geojson,MultiPolygon;Polygon,EPSG:4326,30,possible_district,Dist_LGD;dtcode11;dtname;stname,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/KARNATAKA/KARNATAKA_STATE.geojson,geojson,Polygon,EPSG:4326,1,possible_state_or_ap,STNAME;STNAME_SH,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/KARNATAKA/KARNATAKA_SUBDISTRICTS.geojson,geojson,MultiPolygon;Polygon,EPSG:4326,174,possible_mandal_or_subdistrict,Dist_LGD;Subdt_LGD;dtcode11;dtname;sdtcode11;sdtname;stname,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/KARNATAKA/KARNATAKA_VILLAGES.geojson,geojson,Polygon,unknown,28286,possible_state_or_ap,DTCODE11;DTNAME;SDTCODE11;SDTNAME;STNAME;VILNAME11,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/KARNATAKA/KARNATAKA_parliament.geojson,geojson,MultiPolygon;Polygon,EPSG:4326,28,possible_state_or_ap,PC_NAME;ST_NAME,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/KERALA/KERALA District Hq.geojson,geojson,Point,EPSG:4326,14,possible_district,DIST_HQ;DIST_HQNM;DTCODE11;DTNAME;Dist_LGD;LOC_NAME;STNAME,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/KERALA/KERALA Sub District Hq.geojson,geojson,Point,EPSG:4326,63,possible_district,DTCODE11;LOC_NAME;NAME11;SDTCODE11;dtname;stname,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/KERALA/KERALA_ASSEMBLY.geojson,geojson,Polygon,EPSG:4326,141,possible_state_or_ap,AC_NAME;DIST_NAME;DT_CODE;PC_NAME;ST_NAME;dtcode11;dtname11,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/KERALA/KERALA_DISTRICTS.geojson,geojson,Polygon,EPSG:4326,14,possible_district,Dist_LGD;dtcode11;dtname;stname,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/KERALA/KERALA_STATE.geojson,geojson,Polygon,EPSG:4326,1,possible_state_or_ap,STNAME;STNAME_SH,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/KERALA/KERALA_SUBDISTRICTS.geojson,geojson,Polygon,EPSG:4326,63,possible_mandal_or_subdistrict,Dist_LGD;Subdt_LGD;dtcode11;dtname;sdtcode11;sdtname;stname,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/KERALA/KERALA_VILLAGES.geojson,geojson,Polygon,unknown,1589,possible_state_or_ap,DTCODE11;DTNAME;SDTCODE11;SDTNAME;STNAME;VILNAME11,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/KERALA/KERALA_parliament.geojson,geojson,Polygon,EPSG:4326,20,possible_state_or_ap,PC_NAME;ST_NAME,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/LADAKH/LADAKH Sub District Hq.geojson,geojson,Point,EPSG:4326,6,possible_district,DTCODE11;LOC_NAME;NAME11;SDTCODE11;dtname;stname,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/LADAKH/LADAKH_DISTRICTS.geojson,geojson,Polygon,EPSG:4326,2,possible_district,Dist_LGD;dtcode11;dtname;stname,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/LADAKH/LADAKH_STATE.geojson,geojson,Polygon,EPSG:4326,1,possible_state_or_ap,STNAME;STNAME_SH,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/LADAKH/LADAKH_SUBDISTRICTS.geojson,geojson,Polygon,EPSG:4326,8,possible_mandal_or_subdistrict,Dist_LGD;Subdt_LGD;dtcode11;dtname;sdtcode11;sdtname;stname,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/LAKSHADWEEP/LAKSHADWEEP District Hq.geojson,geojson,Point,EPSG:4326,1,possible_district,DIST_HQ;DIST_HQNM;DTCODE11;DTNAME;Dist_LGD;LOC_NAME;STNAME,JSON/GeoJSON inspected without officiality assumption
data/raw/boundaries/datta07_indian_shapefiles,data/raw/boundaries/datta07_indian_shapefiles/STATES/LAKSHADWEEP/LAKSHADWEEP Sub District Hq.geojson,geojson,Point,EPSG:4326,10,possible_district,DTCODE11;LOC_NAME;NAME11;SDTCODE11;dtname;stname,JSON/GeoJSON inspected without officiality assumption
